,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,0.00044568791149173745,0.00030628461619886335,0.0003448788935995643,0.00027687096077544843,0.00019823444751665198,0.00022466761799067264,0.000281587674745939,0.0002070213952443993,0.00024338289381251401,0.00034505292674459154,0.0002467378290311391,0.00029066544435783385,0.0003474124136572309,0.00023862407771541537,0.00029037792193882804,0.00030863998172653187,0.00021917821326155424,0.000258610528581896
1,0.00030628461619886346,0.00037735988720458813,0.000337110285264792,0.00019955174588543207,0.00024989134455842446,0.0002245574875286542,0.00020503002341057595,0.00026016455724413984,0.0002501040550326252,0.00024673116889160543,0.00030555910011914974,0.0002930531641769094,0.00025165300627898825,0.00029745804144040857,0.0002871581269551683,0.00022409705671299937,0.00027442347382701304,0.0002604695391868283
2,0.0003448788935995644,0.000337110285264792,0.0005203565341079989,0.00023138542083836955,0.00023123530576365446,0.0003414762367020114,0.00023801380364471726,0.00024892409664438236,0.0003848407523142086,0.0002925173536967937,0.00029318134525577736,0.00044596434742689506,0.0003073714567204595,0.00028286359750539445,0.00044463733865669975,0.0002652405759562023,0.00025862144250382487,0.0003989545605634666
3,0.0002768709607754485,0.00019955174588543215,0.00023138542083836976,0.000945558698996389,0.0005019474416193068,0.0006825015218832912,0.00027450348886519686,0.0001971768898148445,0.00021725442751316146,0.00036321753652282756,0.0002482193883728365,0.0002704875809260167,0.000507981671068608,0.0003243237743772697,0.0003335156921401329,0.0005519182170857669,0.00033696477806778786,0.00037746943186424794
4,0.00019823444751665195,0.0002498913445584243,0.0002312353057636544,0.0005019474416193069,0.0005229382793990031,0.00042728099022695625,0.00019422897583732212,0.00024237117679626699,0.000215203436691532,0.0002459743169205362,0.0002988168419284153,0.00025735651498692586,0.00032095991741872416,0.0003763355602400603,0.0002938150401695093,0.0003386583275955074,0.00038110067191147524,0.0003243361259667894
5,0.00022466761799067267,0.00022455748752865418,0.00034147623670201146,0.0006825015218832912,0.00042728099022695625,0.0008015818431627098,0.0002094702729519501,0.00020989052410971067,0.0003206646466469665,0.00026650529157170043,0.0002521673152558173,0.00038131876362724587,0.00033103401546625405,0.0002925744395051501,0.0004411372899344897,0.0003832431648796858,0.0003167259420268103,0.00048492148488719574
6,0.000281587674745939,0.0002050300234105759,0.00023801380364471726,0.0002745034888651968,0.00019422897583732215,0.00020947027295195,0.000603963030594629,0.0004106341626109716,0.00041971727071851434,0.00043600544031139287,0.00029214000044403996,0.00030233278341004554,0.0003602176843026165,0.0002453651417996024,0.00026840765764404243,0.0004069797733675977,0.00027504559172446513,0.00029166257240199444
7,0.0002070213952443992,0.0002601645572441397,0.0002489240966443823,0.00019717688981484444,0.00024237117679626699,0.00020989052410971059,0.0004106341626109713,0.0005040870136840831,0.0004328277744385817,0.0002945130633006443,0.00035466665841189603,0.0002960820198991161,0.0002555698351753456,0.0003008924731531916,0.0002657019461027658,0.00027810323011967915,0.0003299473884378766,0.00027662429013233813
8,0.00024338289381251385,0.00025010405503262507,0.0003848407523142085,0.0002172544275131613,0.00021520343669153197,0.0003206646466469665,0.00041971727071851424,0.0004328277744385817,0.0006578726320683241,0.0003047071656670725,0.0002916384093083399,0.0004728121306024232,0.00028633259313907023,0.00026421045782350596,0.00042117428540489694,0.000307146763041358,0.00027792900445083174,0.0004545460208873899
9,0.00034505292674459154,0.0002467311688916054,0.00029251735369679375,0.0003632175365228274,0.00024597431692053624,0.00026650529157170043,0.00043600544031139287,0.0002945130633006446,0.00030470716566707265,0.0008710963629274612,0.0005320233936768504,0.0005193611983112955,0.0005419003811120509,0.0003422038192948543,0.00038292948091036986,0.000530324334724619,0.00034300188945122036,0.0003575491217543926
10,0.0002467378290311391,0.00030555910011914963,0.00029318134525577736,0.0002482193883728365,0.00029881684192841537,0.00025216731525581736,0.00029214000044403996,0.00035466665841189614,0.00029163840930833987,0.0005320233936768504,0.000605303022165996,0.00046165696563888847,0.0003587647966721172,0.0004024366703064096,0.00034819495175649113,0.0003395130376214759,0.00039754549107613935,0.0003131720935087005
11,0.0002906654443578339,0.00029305316417690936,0.00044596434742689506,0.0002704875809260166,0.00025735651498692586,0.00038131876362724587,0.0003023327834100455,0.0002960820198991162,0.0004728121306024232,0.0005193611983112953,0.00046165696563888847,0.0007207722331017009,0.0004025567923489386,0.00034253910147964597,0.0005499426756054744,0.00036870583015499405,0.00032068051208438894,0.0005182859764628098
12,0.0003474124136572311,0.0002516530062789883,0.0003073714567204598,0.0005079816710686082,0.0003209599174187244,0.0003310340154662543,0.0003602176843026169,0.000255569835175346,0.0002863325931390708,0.0005419003811120512,0.0003587647966721175,0.00040255679234893916,0.0012821065518500267,0.0006914938758298667,0.0007174133995543763,0.0006273706982485743,0.00038596344507697226,0.0004064407831815672
13,0.00023862407771541543,0.0002974580414404085,0.00028286359750539456,0.0003243237743772697,0.0003763355602400603,0.0002925744395051502,0.00024536514179960254,0.0003008924731531918,0.00026421045782350623,0.0003422038192948544,0.0004024366703064097,0.00034253910147964613,0.0006914938758298665,0.0006986113779663147,0.00048544498518530196,0.0003949470266014402,0.000443654464793986,0.0003600584893903993
14,0.0002903779219388281,0.00028715812695516814,0.0004446373386566998,0.0003335156921401329,0.00029381504016950943,0.0004411372899344898,0.0002684076576440425,0.0002657019461027658,0.0004211742854048971,0.0003829294809103698,0.0003481949517564912,0.0005499426756054747,0.0007174133995543759,0.00048544498518530185,0.0008348733154247672,0.00040643432986232664,0.00034828329451243805,0.0005471047945082909
15,0.00030863998172653176,0.00022409705671299916,0.0002652405759562022,0.0005519182170857667,0.0003386583275955073,0.0003832431648796857,0.00040697977336759763,0.0002781032301196792,0.000307146763041358,0.0005303243347246188,0.00033951303762147576,0.000368705830154994,0.000627370698248574,0.00039494702660144006,0.0004064343298623265,0.0010425613206206683,0.000592177456137405,0.0006963938430417032
16,0.00021917821326155408,0.0002744234738270128,0.00025862144250382476,0.00033696477806778775,0.00038110067191147513,0.0003167259420268103,0.0002750455917244649,0.00032994738843787657,0.0002779290044508317,0.00034300188945122004,0.00039754549107613924,0.00032068051208438884,0.00038596344507697177,0.0004436544647939858,0.0003482832945124379,0.0005921774561374048,0.0006305871418839206,0.000518249868416666
17,0.0002586105285818957,0.00026046953918682804,0.0003989545605634664,0.0003774694318642474,0.0003243361259667892,0.0004849214848871955,0.0002916625724019942,0.0002766242901323381,0.0004545460208873897,0.0003575491217543923,0.00031317209350870026,0.0005182859764628095,0.0004064407831815661,0.0003600584893903987,0.0005471047945082904,0.000696393843041703,0.0005182498684166659,0.0008827228616270704
